-0.0109256  0.649159  1.31202  
-0.0102441  0.625673  1.32454  
-0.0100154  0.616303  1.32449  
-0.00978285  0.606759  1.32482  
-0.00959729  0.596322  1.32451  
-0.00943585  0.585236  1.32484  
-0.00913173  0.567602  1.32488  
-0.00881044  0.548974  1.32507  
-0.008641  0.536808  1.32514  
-0.00842303  0.524141  1.32511  
-0.00820358  0.511105  1.32536  
-0.0080316  0.49841  1.32566  
-0.00781463  0.486208  1.32555  
-0.00760769  0.474389  1.32565  
-0.00743755  0.4631  1.32576  
-0.00721232  0.451843  1.32574  
-0.00697728  0.437033  1.32603  
-0.00669134  0.42279  1.32616  
-0.00642356  0.407811  1.32609  
-0.00622576  0.397258  1.32634  
-0.00603864  0.386126  1.32666  
-0.00581442  0.374808  1.32639  
-0.00561927  0.363746  1.32662  
-0.00543187  0.352003  1.32699  
-0.00523515  0.340566  1.32676  
-0.00502509  0.330504  1.32703  
-0.00482562  0.320238  1.327  
-0.00453275  0.305151  1.3271  
-0.00423139  0.29012  1.32739  
-0.00402917  0.279304  1.32735  
-0.00383862  0.268705  1.32777  
-0.00363287  0.25774  1.32747  
-0.00344052  0.247228  1.32745  
-0.00323479  0.236696  1.3276  
-0.00302976  0.225894  1.32799  
-0.00283693  0.215305  1.32767  
-0.00263287  0.20398  1.32797  
-0.00243905  0.192019  1.32783  
-0.00213398  0.173439  1.32814  
-0.00183374  0.156199  1.32855  
-0.00163568  0.145188  1.32851  
-0.00143529  0.134418  1.32859  
-0.00123622  0.123576  1.3284  
-0.00103761  0.112831  1.32843  
-0.000838937  0.102111  1.32836  
-0.000638632  0.0912531  1.32812  
-0.0004387  0.0807683  1.32833  
-0.0002389  0.0704721  1.32827  
-3.9591e-05  0.0603323  1.32846  
0.000262063  0.0447137  1.32834  
0.000559373  0.0288868  1.32822  
0.000759268  0.0181666  1.32836  
0.000959695  0.00786035  1.32843  
0.00115911  -0.00236921  1.3281  
0.00135797  -0.0117098  1.32817  
0.00155654  -0.0212364  1.32803  
0.00175502  -0.0312847  1.32798  
0.00195401  -0.0415428  1.32773  
0.00215548  -0.0517706  1.32759  
0.0023526  -0.0623821  1.32761  
0.00265422  -0.0780084  1.32776  
0.00295777  -0.0933801  1.32765  
0.00315094  -0.103788  1.32724  
0.00335637  -0.114248  1.32727  
0.0035479  -0.125009  1.32699  
0.00375351  -0.135691  1.32688  
0.00395385  -0.146371  1.32674  
0.00415047  -0.157231  1.3266  
0.00435081  -0.16839  1.32641  
0.00455657  -0.180103  1.32617  
0.00475639  -0.191848  1.3262  
0.00504689  -0.209003  1.32607  
0.0053536  -0.225492  1.32561  
0.00555305  -0.235968  1.32549  
0.00574149  -0.246203  1.32584  
0.00594018  -0.256334  1.3253  
0.0061499  -0.266054  1.32531  
0.00634764  -0.275795  1.32523  
0.00654441  -0.285644  1.32488  
0.00675755  -0.295263  1.32503  
0.00695444  -0.305132  1.32511  
0.00714188  -0.315138  1.32466  
0.00744615  -0.330313  1.32455  
0.00775051  -0.344357  1.32443  
0.00793756  -0.353923  1.32431  
0.00813239  -0.363355  1.32453  
0.0083494  -0.37231  1.32425  
0.00854487  -0.381771  1.32389  
0.00873962  -0.39134  1.32414  
0.00895206  -0.401249  1.32388  
0.00915205  -0.410975  1.32349  
0.00934677  -0.420197  1.32337  
0.00953186  -0.430624  1.3233  
0.00984715  -0.445504  1.32299  
0.010134  -0.460816  1.32282  
0.010342  -0.472043  1.32299  
0.0105312  -0.483474  1.3228  
0.0107419  -0.495023  1.32248  
0.010947  -0.506623  1.32269  
0.0125136  -0.587518  1.3235  
