1.87465  -0.00860233  1.46808  
1.42219  -0.0221392  1.468  
0.617458  -0.0300775  1.46776  
-0.339147  -0.0305731  1.46776  
-1.21001  -0.0233811  1.46763  
-1.78228  -0.0104533  1.46795  
-1.91332  0.00530069  1.46864  
-1.56995  0.0197884  1.46889  
-0.838707  0.0293702  1.4685  
0.100313  0.0318079  1.46812  
1.01668  0.026448  1.46808  
1.68114  0.0145308  1.46776  
1.92993  -0.0008766  1.46792  
1.70175  -0.015857  1.46805  
1.05302  -0.0269785  1.46797  
0.143314  -0.0313202  1.46769  
-0.799817  -0.0278733  1.46776  
-1.54459  -0.0175878  1.46795  
-1.9079  -0.00278397  1.46836  
-1.79819  0.012918  1.46875  
-1.24316  0.0254135  1.46868  
-0.381428  0.0316284  1.46774  
0.576443  0.0300056  1.46765  
1.39285  0.0211333  1.46755  
1.86403  0.00707346  1.46777  
1.87464  -0.00863124  1.46802  
1.42214  -0.0221427  1.46783  
0.61738  -0.0302454  1.46777  
-0.339233  -0.030581  1.4676  
-1.21008  -0.02343  1.46765  
-1.78231  -0.0105458  1.46789  
-1.91331  0.00527553  1.46869  
-1.56991  0.0197648  1.4688  
-0.838634  0.0293861  1.46842  
0.100394  0.0318148  1.46761  
1.01675  0.0264458  1.46781  
1.68118  0.0145377  1.46765  
1.92993  -0.000804874  1.46793  
1.7017  -0.0159202  1.46794  
1.05296  -0.0269784  1.46789  
0.143231  -0.0313678  1.46749  
-0.799881  -0.0279389  1.46771  
-1.54463  -0.0175744  1.46815  
-1.90791  -0.00266344  1.46853  
-1.79816  0.0129248  1.46888  
-1.2431  0.0252958  1.46879  
-0.381345  0.0315839  1.46827  
0.576519  0.0300653  1.46766  
1.3929  0.0211277  1.46764  
1.86404  0.00706512  1.46758  
