-0.0105995  0.64433  1.32417  
-0.00991203  0.606198  1.3247  
-0.0094174  0.579134  1.32481  
-0.00899886  0.556044  1.32492  
-0.00849464  0.526432  1.32521  
-0.00798421  0.495819  1.32522  
-0.00753655  0.46982  1.32574  
-0.00702416  0.441011  1.3259  
-0.00654249  0.414908  1.32622  
-0.00611564  0.391233  1.32652  
-0.00560968  0.363104  1.32693  
-0.00509236  0.334567  1.32687  
-0.00466855  0.311249  1.32753  
-0.00418756  0.28658  1.32758  
-0.00367783  0.258935  1.32765  
-0.00319444  0.232296  1.32779  
-0.00273747  0.208005  1.32807  
-0.00224495  0.181104  1.32812  
-0.00178729  0.153687  1.32851  
-0.00130489  0.127011  1.32838  
-0.000805392  0.100055  1.32834  
-0.000287882  0.0741586  1.32872  
0.000169945  0.0507542  1.32851  
0.000618348  0.0275717  1.3282  
0.00110742  0.00134878  1.32854  
0.00159058  -0.0248939  1.32803  
0.00204605  -0.0480565  1.32815  
0.00255529  -0.0739756  1.32771  
0.00306298  -0.100508  1.32751  
0.00354036  -0.125046  1.32702  
0.00401178  -0.149962  1.32666  
0.00448028  -0.177878  1.32649  
0.0049714  -0.205866  1.32598  
0.00542809  -0.229795  1.32581  
0.00588498  -0.253432  1.32531  
0.00638463  -0.278258  1.32524  
0.00689906  -0.303773  1.32481  
0.00737218  -0.327513  1.3246  
0.0078604  -0.35058  1.32453  
0.0083223  -0.373043  1.32417  
0.00879031  -0.395508  1.32378  
0.00924032  -0.418246  1.32379  
0.00974157  -0.443523  1.32307  
0.0102631  -0.471729  1.323  
0.0107167  -0.497654  1.3227  
0.0111664  -0.52224  1.32218  
0.0116599  -0.548423  1.32201  
0.0121903  -0.575302  1.3217  
0.0127125  -0.600536  1.32152  
0.0137192  -0.649658  1.32083  
