-0.010625  0.645244  1.32409  
-0.00998653  0.610892  1.32432  
-0.00945716  0.58188  1.32469  
-0.00895758  0.554186  1.32479  
-0.00850918  0.529078  1.32536  
-0.00801235  0.499044  1.32562  
-0.00754649  0.470423  1.32569  
-0.00708658  0.445009  1.32593  
-0.00658667  0.417287  1.32608  
-0.00608263  0.388613  1.32656  
-0.00560257  0.362084  1.3266  
-0.00516424  0.337884  1.32676  
-0.00465924  0.310112  1.32695  
-0.00413856  0.282458  1.32714  
-0.00368818  0.259425  1.32743  
-0.00322418  0.236624  1.32775  
-0.00272996  0.210265  1.32785  
-0.00224562  0.181496  1.32818  
-0.00176144  0.153153  1.32841  
-0.00127246  0.126236  1.32843  
-0.000789015  0.100161  1.3284  
-0.000324026  0.0767203  1.32858  
0.000139738  0.052304  1.32853  
0.000637713  0.0246247  1.3284  
0.00115048  -0.00174241  1.32825  
0.00157556  -0.0245546  1.32806  
0.00209034  -0.04965  1.32783  
0.00259173  -0.0742889  1.32797  
0.00304814  -0.0975214  1.32737  
0.00350629  -0.120878  1.32733  
0.00399  -0.1464  1.32678  
0.00446415  -0.1735  1.3264  
0.0049419  -0.200352  1.32645  
0.00540594  -0.225026  1.3257  
0.00591933  -0.250927  1.32573  
0.00644012  -0.276562  1.32551  
0.00692036  -0.300195  1.32526  
0.00738901  -0.322932  1.32454  
0.00780295  -0.344454  1.32458  
0.00827895  -0.367268  1.32411  
0.00878899  -0.392192  1.32372  
0.00930814  -0.418568  1.32343  
0.0098104  -0.444062  1.32345  
0.0102489  -0.467543  1.32327  
0.0107467  -0.495282  1.32246  
0.011244  -0.523579  1.32232  
0.0117104  -0.547987  1.32194  
0.0121589  -0.570239  1.32175  
0.0126006  -0.591929  1.3213  
0.0136892  -0.64738  1.32076  
